video_file,second,frames_processed,valid_face_frames,coverage_ratio,avg_blink_score,blinks_this_second,avg_mm_per_px,avg_left_eye_width_mm,avg_left_eye_height_mm,avg_right_eye_width_mm,avg_right_eye_height_mm,avg_face_width_mm,avg_face_height_mm,avg_nose_width_mm,avg_nose_height_mm,avg_mouth_width_mm,avg_mouth_height_mm
GX010430.MP4,0,30,30,1.0,0.26644033833096425,2,0.32089637066302884,32.22974884600661,6.473268911851914,29.725803778724007,6.843069780458728,162.8617786143467,183.08361737277988,48.23882855467487,55.1715138992948,52.689175587828814,1.5073388554979583
GX010430.MP4,1,30,30,1.0,0.3426052613183856,0,0.30187037282504353,31.766956167044178,5.566208473634176,28.132273982951265,5.8004944198795245,155.6705342235663,176.83520989639712,45.881884222815685,53.59497665388424,50.512766736813255,1.7419247231735784
GX010430.MP4,2,30,30,1.0,0.4832709483802319,2,0.30791884100219163,34.02622863307413,3.7624953756962314,27.977669901476887,4.117946470207983,158.8147451792304,182.0502590891442,46.299850947329794,56.2576094535088,51.778564268209124,1.3076269548857213
GX010430.MP4,3,30,30,1.0,0.4700428626810511,1,0.31851130229262453,36.91015102679072,4.8415732017150965,26.39424555967783,5.404232163934499,161.87709187968858,186.23334795046577,46.92385001991128,57.35451712522713,51.63518590856016,1.1869702375698499
GX010430.MP4,4,30,30,1.0,0.18581466687222323,1,0.30615179387611996,33.5577480499998,9.01922377341592,27.90915706511124,8.292017999083816,164.0957703883881,181.03888852268548,49.28661103548874,55.72847011023894,55.357455816574614,1.491950128745249
GX010430.MP4,5,30,30,1.0,0.21531006631751856,1,0.293114372057153,31.57632242079591,8.19705274149923,26.22545501623313,7.322343698241336,157.2146938642173,172.75421563296788,47.229107984384406,52.54679588806032,52.95326437471195,1.2496265711641135
GX010430.MP4,6,30,30,1.0,0.17854408671458563,1,0.29131580482368374,32.10079089365919,8.163414572549682,27.290359882945676,8.151078214067288,157.1649069712821,172.4346306633525,45.47839848455144,54.07114759297941,51.04879986474375,1.6041998263820372
GX010430.MP4,7,30,30,1.0,0.1831674114180108,1,0.29086629511365275,32.26088513035116,8.45111570538414,27.269658443521326,8.194210816594813,155.39115358548221,172.79046847084194,44.342000830000444,53.140126251022636,50.703667538472054,1.6520236963769128
GX010430.MP4,8,30,30,1.0,0.0732607372260342,0,0.28275832734729567,31.040833197114388,10.103216772800744,27.62087295960715,10.116161349746289,150.75310188746258,172.9887229294258,45.69952299931806,54.32292811126957,49.53242466148352,1.1929654694750274
GX010430.MP4,9,30,30,1.0,0.4018343959003687,1,0.284354322084462,30.852050188587075,4.855394396862156,26.21435734171389,5.162040780241069,150.29254602494635,171.85750213661964,43.9938717443382,52.56628117129207,49.22804985177985,1.3057433265785583
GX010430.MP4,10,30,30,1.0,0.43236190552512804,3,0.300773733453351,32.545856371738516,4.262661042207195,27.37302794411055,4.578507253368622,156.36204217851846,180.1051254445406,45.61564263043071,54.70703801449761,51.51590029685118,1.7445740521461708
GX010430.MP4,11,30,30,1.0,0.4405210383236408,2,0.3191247194234441,34.20173530609622,4.83275327068127,23.694860433588687,5.816369469681012,158.18306579609998,179.59892254822228,45.73304146926951,53.78016832354316,49.52636538770036,1.5275054837739894
GX010430.MP4,12,30,30,1.0,0.2999307797600826,1,0.31702886078292863,33.94824170380403,6.850752589352171,28.519841675486223,6.691750028173211,165.32736107110665,192.04950719741643,48.22372151586025,59.76951312073447,54.32821011869387,1.333562139432219
GX010430.MP4,13,30,30,1.0,0.26425259622434777,0,0.29962724700822346,31.973248532507668,6.89715866745693,27.181409070738685,6.838669350991354,156.77618810791958,182.54067267470245,45.84631043025639,56.72775245780728,52.18486610942066,1.5266446047727087
GX010430.MP4,14,30,30,1.0,0.19874568867186707,1,0.2938567180856938,30.775519254205516,7.620494770057712,26.408242580129638,7.36917504181683,153.53775801405573,179.2738280117091,45.09648145860149,55.708528165924676,51.251021269010614,1.4667040806692415
GX010430.MP4,15,30,30,1.0,0.24110521115362643,0,0.288889771646384,30.10249422631256,7.504404136760991,26.042689929269695,6.702008630027,149.8567259860777,177.22337131374832,44.38225852317349,54.993738693395805,50.31356364789795,1.2940802547923174
GX010430.MP4,16,30,30,1.0,0.5026986176768938,1,0.2967331567982109,32.57501240601576,3.354964486467078,26.61503604093682,3.654346892094253,154.42610901449186,174.36364259467913,45.253154713954544,53.14620523915452,51.00010221588249,1.8635108108143263
GX010430.MP4,17,30,30,1.0,0.3332135169456402,1,0.311547592569144,34.807614034778595,5.957586207946315,25.63162498092631,6.916636229068047,159.1505164948874,182.94438541225387,46.025715258721696,55.44083162830982,50.508473090482305,1.2629552022497765
GX010430.MP4,18,30,30,1.0,0.42295569454630216,2,0.30942129434160326,32.87428817035828,4.29822529408407,27.407891597826687,4.888574006383463,160.85004115969392,185.32027176547925,46.53075646220048,55.63210884142905,53.16953235638725,2.349931961094234
GX010430.MP4,19,30,30,1.0,0.2971857553347945,2,0.3091252968213487,32.76347765384043,5.869113553221595,28.111582295250304,6.364574479957715,160.79096558226365,181.94629532129926,46.77274342478201,55.54655579357557,53.01703777824674,2.130502972643424
GX010430.MP4,20,30,30,1.0,0.25891831157108147,1,0.30976604044873085,32.92508526392985,6.2635182947819485,28.311898404805767,6.697855015865859,162.63482562693505,180.36433798355756,47.17234123831477,55.1771276815951,53.996275429407454,2.510415618641404
