video_file,second,frames_processed,valid_face_frames,coverage_ratio,avg_blink_score,blinks_this_second,avg_mm_per_px,avg_left_eye_width_mm,avg_left_eye_height_mm,avg_right_eye_width_mm,avg_right_eye_height_mm,avg_face_width_mm,avg_face_height_mm,avg_nose_width_mm,avg_nose_height_mm,avg_mouth_width_mm,avg_mouth_height_mm
GX010423.MP4,0,30,30,1.0,0.5564735139409701,1,0.2965000862594437,36.31809872669509,2.6234721622320842,31.709253276242077,3.0023648663564058,171.2709208748436,195.15931291729103,50.53959511596953,57.496406283710755,56.11240706028468,6.077947470832956
GX010423.MP4,1,30,30,1.0,0.36386811671157676,1,0.2871273166950271,35.17746738259827,5.29582746341929,32.52432236245074,5.446714283460896,170.43218012592962,186.62918141813736,50.360978995517684,58.6950634657192,56.41018611075947,2.670397335393609
GX010423.MP4,2,30,30,1.0,0.32951257141927875,2,0.27533939806446234,33.00190734722257,5.597167403039282,30.47695664981271,5.724597140563159,163.14260021849427,179.6533675997541,49.330087194608076,57.41383231574919,54.383551230632165,2.732568301115215
GX010423.MP4,3,30,30,1.0,0.5391012251377105,2,0.2745842025431393,34.28364902130141,2.900983090717022,29.796192671184226,2.536031186777844,156.9370608283412,174.92988824455722,45.864231629939475,53.861624298423756,51.707965444523566,2.8842712619255635
GX010423.MP4,4,30,21,0.7,0.41101496968240964,1,0.2865290441300634,32.96695293367409,5.036350712668805,27.292022464156833,4.728009405454436,155.9908193750485,182.61259716175218,47.48354727341074,54.33798488847807,51.09767207479176,8.019170396814227
GX010423.MP4,5,30,7,0.23333333333333334,0.4758267402648926,0,0.2931335167139291,37.81699205659489,4.7140994972087995,30.76269762170345,4.9402509689130865,163.01291281919725,180.48855728970406,51.117121550422155,60.702820656277254,54.87254421371081,1.98330432823816
GX010423.MP4,6,30,30,1.0,0.3425583323463798,1,0.28793915994715497,35.69091342315331,6.158796113428311,32.70241755392543,6.929842084759224,168.36271995725082,185.24275356225806,51.18512360143468,61.557173357808864,55.520972403010646,2.9215083276627203
GX010423.MP4,7,30,30,1.0,0.2746755589420597,1,0.26710998765195904,31.872515090524846,6.775568796693801,29.259648882368325,6.661981047362782,157.80423152081147,172.79899176492924,47.44968710215313,57.86614031181559,51.15743874209057,2.2760768805915554
GX010423.MP4,8,30,30,1.0,0.3683090959986051,2,0.2621035829824258,31.741897804813316,4.939114824065226,28.87775241331623,4.948989252677231,155.65134440718018,170.07224583273396,46.53420001491074,56.19046974563646,50.82044908573381,1.9830114293104597
GX010423.MP4,9,30,30,1.0,0.18267471628884474,1,0.26800722368250246,31.798977321380896,8.341772664575664,29.078224202487807,8.328975630492998,158.8734588298011,175.33240755264566,47.171033719829005,58.384698697309844,52.78511511972961,2.0208460114512334
